material_id,formula,space_group,crystal_system,formation_energy_per_atom,band_gap,density,nsites,is_stable,energy_above_hull
mp-779316,VOF,Pm,Monoclinic,-2.8014430150000003,0.8796000000000004,4.096332843370697,24,False,0.05068993916666642
mp-779339,Fe3OF5,Amm2,Orthorhombic,-2.3540321322222217,0.25750000000000006,4.129836187080928,18,False,0.08115363950617294
mp-779347,V4OF11,P-1,Triclinic,-3.1302751706249996,1.5215999999999998,3.608118467131876,32,False,0.002728685208333914
mp-779354,Fe6OF11,Amm2,Orthorhombic,-2.468713430555555,1.6231000000000002,4.173293601196197,18,False,0.04392516780863698
mp-779357,V3OF11,P1,Triclinic,-2.8912958200000003,2.1816,3.3404668977409524,30,False,0.01612076316667377
mp-779360,VOF,P2_1,Monoclinic,-2.806052723750001,1.5008,4.098139728236311,24,False,0.0460802304166652
mp-779363,Cr4OF11,P1,Triclinic,-2.8795771837500004,0.9148000000000001,3.614861889881143,32,False,0.03639063058333569
mp-779365,V2OF5,P1,Triclinic,-3.045368714166667,1.5278,3.5592698922968955,24,False,0.0009090387500005903
mp-779386,Fe3OF5,C2/m,Monoclinic,-2.3184209377777774,0.0008000000000001339,4.1644426650641355,18,False,0.11676483395061776
mp-779445,V3OF11,P1,Triclinic,-2.891323222000001,2.1551,3.330767517191645,30,False,0.016093361166673148
mp-779451,Fe2OF3,Cmcm,Orthorhombic,-2.3006404200000006,0.0,4.17125131921657,12,False,0.05709252509258622
mp-779457,Ge2N2O,P1,Triclinic,-0.5680352785000004,1.7353,4.595099388104047,20,False,0.25169504499999995
mp-779551,Ba4Br6O,P2_12_12_1,Orthorhombic,-2.313803127045454,3.3563,3.905423968177501,44,False,0.31108213159091225
mp-779592,GdOF,Fddd,Orthorhombic,-4.128085444166666,3.3509,6.867571136213494,12,False,0.05619043916666833
mp-779605,Cr4OF11,C2,Monoclinic,-2.8792472978125003,0.8343,3.6132073470907127,32,False,0.036720516520835744
mp-779609,V4OF11,P1,Triclinic,-3.1299205296875003,1.4304,3.2835288800464326,32,False,0.003083326145833176
mp-779662,Zr5Sn3O,P6_3/mcm,Hexagonal,-1.115564977222222,0.0,7.727126451088062,18,True,0.0
mp-779738,Hf2N2O,P1,Triclinic,-2.385457897249998,2.0681000000000003,10.605622851599092,40,False,0.12894731175000196
mp-779739,Hf2N2O,P1,Triclinic,-2.3879953899999977,2.1027000000000005,10.600883340569341,40,False,0.1264098190000027
mp-779833,Hf2N2O,P1,Triclinic,-2.380919756749998,1.9989,10.60333059546373,40,False,0.1334854522500013
mp-779837,Hf2N2O,P1,Triclinic,-2.387665322999999,2.0789,10.610156847320699,40,False,0.12673988600000108
mp-779863,Hf2N2O,P1,Triclinic,-2.3842803632499994,2.0569999999999995,10.602979607146127,40,False,0.13012484575000016
mp-779864,Hf2N2O,P1,Triclinic,-2.380003211499999,2.0079000000000002,10.610038516863455,40,False,0.13440199749999948
mp-779913,Fe3OF5,C2/m,Monoclinic,-2.389649785555555,1.7289,4.15543980840827,18,False,0.04553598617283949
